episode,total_reward,epsilon,alpha,gamma,elapsed
1,22.0,1.0,0.01,0.95,0.0
2,14.0,0.995,0.01,0.95,0.0
3,41.0,0.990025,0.01,0.95,0.012784719467163086
4,16.0,0.985074875,0.01,0.95,0.015811920166015625
5,30.0,0.9801495006250001,0.01,0.95,0.019832372665405273
6,14.0,0.9752487531218751,0.01,0.95,0.021843910217285156
7,15.0,0.9703725093562657,0.01,0.95,0.025871753692626953
8,22.0,0.9655206468094844,0.01,0.95,0.02788567543029785
9,33.0,0.960693043575437,0.01,0.95,0.031651973724365234
10,25.0,0.9558895783575597,0.01,0.95,0.03567838668823242
11,18.0,0.9511101304657719,0.01,0.95,0.03769278526306152
12,22.0,0.946354579813443,0.01,0.95,0.04172062873840332
13,22.0,0.9416228069143757,0.01,0.95,0.0457456111907959
14,13.0,0.9369146928798039,0.01,0.95,0.04750251770019531
15,17.0,0.9322301194154049,0.01,0.95,0.05203723907470703
16,62.0,0.9275689688183278,0.01,0.95,0.0590364933013916
17,12.0,0.9229311239742362,0.01,0.95,0.06104159355163574
18,29.0,0.918316468354365,0.01,0.95,0.06527876853942871
19,38.0,0.9137248860125932,0.01,0.95,0.07027435302734375
20,13.0,0.9091562615825302,0.01,0.95,0.07227396965026855
21,12.0,0.9046104802746175,0.01,0.95,0.07427692413330078
22,33.0,0.9000874278732445,0.01,0.95,0.07851934432983398
23,10.0,0.8955869907338783,0.01,0.95,0.08152341842651367
24,15.0,0.8911090557802088,0.01,0.95,0.08352184295654297
25,29.0,0.8866535105013078,0.01,0.95,0.08757328987121582
26,24.0,0.8822202429488013,0.01,0.95,0.09156465530395508
27,13.0,0.8778091417340573,0.01,0.95,0.09374785423278809
28,18.0,0.8734200960253871,0.01,0.95,0.0957479476928711
29,16.0,0.8690529955452602,0.01,0.95,0.09772014617919922
30,14.0,0.8647077305675338,0.01,0.95,0.10131335258483887
31,18.0,0.8603841919146962,0.01,0.95,0.1033167839050293
32,15.0,0.8560822709551227,0.01,0.95,0.10585355758666992
33,19.0,0.851801859600347,0.01,0.95,0.10889959335327148
34,30.0,0.8475428503023453,0.01,0.95,0.10889959335327148
35,25.0,0.8433051360508336,0.01,0.95,0.10889959335327148
36,9.0,0.8390886103705794,0.01,0.95,0.10889959335327148
37,15.0,0.8348931673187264,0.01,0.95,0.10889959335327148
38,11.0,0.8307187014821328,0.01,0.95,0.10889959335327148
39,21.0,0.8265651079747222,0.01,0.95,0.12466859817504883
40,12.0,0.8224322824348486,0.01,0.95,0.12466859817504883
41,11.0,0.8183201210226743,0.01,0.95,0.12466859817504883
42,35.0,0.8142285204175609,0.01,0.95,0.12466859817504883
43,28.0,0.810157377815473,0.01,0.95,0.12466859817504883
44,13.0,0.8061065909263957,0.01,0.95,0.14057350158691406
45,14.0,0.8020760579717637,0.01,0.95,0.14258956909179688
46,16.0,0.798065677681905,0.01,0.95,0.1446058750152588
47,20.0,0.7940753492934954,0.01,0.95,0.14863133430480957
48,21.0,0.7901049725470279,0.01,0.95,0.15064454078674316
49,20.0,0.7861544476842928,0.01,0.95,0.15265750885009766
50,14.0,0.7822236754458713,0.01,0.95,0.15642595291137695
51,17.0,0.778312557068642,0.01,0.95,0.1596670150756836
52,34.0,0.7744209942832988,0.01,0.95,0.16366124153137207
53,18.0,0.7705488893118823,0.01,0.95,0.16666102409362793
54,25.0,0.7666961448653229,0.01,0.95,0.16966485977172852
55,9.0,0.7628626641409962,0.01,0.95,0.17066407203674316
56,25.0,0.7590483508202912,0.01,0.95,0.17066407203674316
57,37.0,0.7552531090661897,0.01,0.95,0.17066407203674316
58,17.0,0.7514768435208588,0.01,0.95,0.17066407203674316
59,17.0,0.7477194593032545,0.01,0.95,0.17066407203674316
60,16.0,0.7439808620067382,0.01,0.95,0.19064784049987793
61,30.0,0.7402609576967045,0.01,0.95,0.1966838836669922
62,11.0,0.736559652908221,0.01,0.95,0.19921302795410156
63,16.0,0.7328768546436799,0.01,0.95,0.2022557258605957
64,21.0,0.7292124703704616,0.01,0.95,0.20525765419006348
65,15.0,0.7255664080186093,0.01,0.95,0.20725703239440918
66,14.0,0.7219385759785162,0.01,0.95,0.21025562286376953
67,25.0,0.7183288830986236,0.01,0.95,0.21372032165527344
68,17.0,0.7147372386831305,0.01,0.95,0.21671533584594727
69,61.0,0.7111635524897149,0.01,0.95,0.22371673583984375
70,39.0,0.7076077347272662,0.01,0.95,0.22872066497802734
71,11.0,0.7040696960536299,0.01,0.95,0.22872066497802734
72,26.0,0.7005493475733617,0.01,0.95,0.22872066497802734
73,22.0,0.697046600835495,0.01,0.95,0.22872066497802734
74,14.0,0.6935613678313175,0.01,0.95,0.22872066497802734
75,10.0,0.6900935609921609,0.01,0.95,0.22872066497802734
76,20.0,0.6866430931872001,0.01,0.95,0.24445581436157227
77,12.0,0.6832098777212641,0.01,0.95,0.24445581436157227
78,44.0,0.6797938283326578,0.01,0.95,0.24445581436157227
79,11.0,0.6763948591909945,0.01,0.95,0.24445581436157227
80,13.0,0.6730128848950395,0.01,0.95,0.24445581436157227
81,11.0,0.6696478204705644,0.01,0.95,0.24445581436157227
82,10.0,0.6662995813682115,0.01,0.95,0.2604794502258301
83,16.0,0.6629680834613705,0.01,0.95,0.2604794502258301
84,19.0,0.6596532430440636,0.01,0.95,0.2604794502258301
85,16.0,0.6563549768288433,0.01,0.95,0.2604794502258301
86,10.0,0.653073201944699,0.01,0.95,0.2604794502258301
87,18.0,0.6498078359349755,0.01,0.95,0.2604794502258301
88,13.0,0.6465587967553006,0.01,0.95,0.27637600898742676
89,12.0,0.6433260027715241,0.01,0.95,0.27637600898742676
90,13.0,0.6401093727576664,0.01,0.95,0.27637600898742676
91,17.0,0.6369088258938781,0.01,0.95,0.27637600898742676
92,17.0,0.6337242817644086,0.01,0.95,0.28623223304748535
93,10.0,0.6305556603555866,0.01,0.95,0.28623223304748535
94,13.0,0.6274028820538087,0.01,0.95,0.28623223304748535
95,14.0,0.6242658676435396,0.01,0.95,0.29219746589660645
96,23.0,0.6211445383053219,0.01,0.95,0.29219746589660645
97,25.0,0.6180388156137953,0.01,0.95,0.29917073249816895
98,11.0,0.6149486215357263,0.01,0.95,0.29917073249816895
99,13.0,0.6118738784280476,0.01,0.95,0.29917073249816895
100,11.0,0.6088145090359074,0.01,0.95,0.29917073249816895
101,10.0,0.6057704364907278,0.01,0.95,0.309354305267334
102,17.0,0.6027415843082742,0.01,0.95,0.31339025497436523
103,21.0,0.5997278763867329,0.01,0.95,0.31540536880493164
104,11.0,0.5967292370047992,0.01,0.95,0.3174161911010742
105,34.0,0.5937455908197752,0.01,0.95,0.3234555721282959
106,15.0,0.5907768628656763,0.01,0.95,0.3254697322845459
107,12.0,0.5878229785513479,0.01,0.95,0.3274843692779541
108,12.0,0.5848838636585911,0.01,0.95,0.3294999599456787
109,15.0,0.5819594443402982,0.01,0.95,0.3315141201019287
110,21.0,0.5790496471185967,0.01,0.95,0.3355417251586914
111,11.0,0.5761543988830038,0.01,0.95,0.3375568389892578
112,13.0,0.5732736268885887,0.01,0.95,0.33931589126586914
113,13.0,0.5704072587541458,0.01,0.95,0.3414435386657715
114,10.0,0.567555222460375,0.01,0.95,0.3414435386657715
115,9.0,0.5647174463480732,0.01,0.95,0.3414435386657715
116,15.0,0.5618938591163328,0.01,0.95,0.3414435386657715
117,14.0,0.5590843898207511,0.01,0.95,0.3414435386657715
118,15.0,0.5562889678716474,0.01,0.95,0.3551344871520996
119,11.0,0.5535075230322891,0.01,0.95,0.3551344871520996
120,18.0,0.5507399854171277,0.01,0.95,0.3551344871520996
121,11.0,0.547986285490042,0.01,0.95,0.3551344871520996
122,9.0,0.5452463540625918,0.01,0.95,0.3551344871520996
123,12.0,0.5425201222922789,0.01,0.95,0.3551344871520996
124,12.0,0.5398075216808175,0.01,0.95,0.3551344871520996
125,11.0,0.5371084840724134,0.01,0.95,0.3551344871520996
126,22.0,0.5344229416520513,0.01,0.95,0.3732583522796631
127,14.0,0.531750826943791,0.01,0.95,0.3764169216156006
128,14.0,0.5290920728090721,0.01,0.95,0.3784172534942627
129,11.0,0.5264466124450268,0.01,0.95,0.3804130554199219
130,10.0,0.5238143793828016,0.01,0.95,0.3824172019958496
131,26.0,0.5211953074858876,0.01,0.95,0.38647937774658203
132,13.0,0.5185893309484582,0.01,0.95,0.38848233222961426
133,33.0,0.5159963842937159,0.01,0.95,0.38948655128479004
134,14.0,0.5134164023722473,0.01,0.95,0.38948655128479004
135,9.0,0.510849320360386,0.01,0.95,0.38948655128479004
136,11.0,0.5082950737585841,0.01,0.95,0.38948655128479004
137,9.0,0.5057535983897912,0.01,0.95,0.3995077610015869
138,11.0,0.5032248303978422,0.01,0.95,0.3995077610015869
139,10.0,0.500708706245853,0.01,0.95,0.3995077610015869
140,15.0,0.4982051627146237,0.01,0.95,0.4076080322265625
141,10.0,0.49571413690105054,0.01,0.95,0.4096071720123291
142,10.0,0.4932355662165453,0.01,0.95,0.41161155700683594
143,17.0,0.4907693883854626,0.01,0.95,0.41460585594177246
144,13.0,0.4883155414435353,0.01,0.95,0.4166080951690674
145,9.0,0.4858739637363176,0.01,0.95,0.4186210632324219
146,11.0,0.483444593917636,0.01,0.95,0.4206099510192871
147,12.0,0.4810273709480478,0.01,0.95,0.4228246212005615
148,11.0,0.47862223409330756,0.01,0.95,0.42482638359069824
149,12.0,0.47622912292284103,0.01,0.95,0.42682600021362305
150,13.0,0.4738479773082268,0.01,0.95,0.429821252822876
151,13.0,0.47147873742168567,0.01,0.95,0.4318230152130127
152,14.0,0.46912134373457726,0.01,0.95,0.4338228702545166
153,10.0,0.46677573701590436,0.01,0.95,0.4358227252960205
154,14.0,0.46444185833082485,0.01,0.95,0.4380359649658203
155,17.0,0.46211964903917074,0.01,0.95,0.44103026390075684
156,17.0,0.4598090507939749,0.01,0.95,0.44403743743896484
157,11.0,0.457510005540005,0.01,0.95,0.44604992866516113
158,14.0,0.45522245551230495,0.01,0.95,0.4480316638946533
159,12.0,0.4529463432347434,0.01,0.95,0.45003342628479004
160,13.0,0.4506816115185697,0.01,0.95,0.45203709602355957
161,13.0,0.4484282034609769,0.01,0.95,0.4550361633300781
162,10.0,0.446186062443672,0.01,0.95,0.45705461502075195
163,23.0,0.4439551321314536,0.01,0.95,0.4600512981414795
164,23.0,0.4417353564707963,0.01,0.95,0.4630286693572998
165,11.0,0.43952667968844233,0.01,0.95,0.4650416374206543
166,12.0,0.43732904629000013,0.01,0.95,0.4670393466949463
167,11.0,0.4351424010585501,0.01,0.95,0.46925902366638184
168,9.0,0.43296668905325736,0.01,0.95,0.47126054763793945
169,17.0,0.43080185560799106,0.01,0.95,0.47426486015319824
170,13.0,0.4286478463299511,0.01,0.95,0.4762609004974365
171,11.0,0.42650460709830135,0.01,0.95,0.47826075553894043
172,10.0,0.42437208406280985,0.01,0.95,0.48026490211486816
173,11.0,0.4222502236424958,0.01,0.95,0.482266902923584
174,10.0,0.42013897252428334,0.01,0.95,0.48449063301086426
175,18.0,0.4180382776616619,0.01,0.95,0.4875345230102539
176,16.0,0.4159480862733536,0.01,0.95,0.4895329475402832
177,13.0,0.41386834584198684,0.01,0.95,0.49253201484680176
178,36.0,0.4117990041127769,0.01,0.95,0.4965384006500244
179,17.0,0.40974000909221303,0.01,0.95,0.49953126907348633
180,9.0,0.40769130904675194,0.01,0.95,0.501110315322876
181,16.0,0.40565285250151817,0.01,0.95,0.5041148662567139
