episode,total_reward,epsilon,alpha,gamma,elapsed
1,22.0,1.0,0.1,0.95,0.0
2,14.0,0.995,0.1,0.95,0.0
3,23.0,0.990025,0.1,0.95,0.0
4,57.0,0.985074875,0.1,0.95,0.015733003616333008
5,24.0,0.9801495006250001,0.1,0.95,0.015733003616333008
6,31.0,0.9752487531218751,0.1,0.95,0.015733003616333008
7,31.0,0.9703725093562657,0.1,0.95,0.015733003616333008
8,13.0,0.9655206468094844,0.1,0.95,0.015733003616333008
9,24.0,0.960693043575437,0.1,0.95,0.015733003616333008
10,25.0,0.9558895783575597,0.1,0.95,0.031459808349609375
11,28.0,0.9511101304657719,0.1,0.95,0.031459808349609375
12,14.0,0.946354579813443,0.1,0.95,0.031459808349609375
13,16.0,0.9416228069143757,0.1,0.95,0.031459808349609375
14,26.0,0.9369146928798039,0.1,0.95,0.031459808349609375
15,34.0,0.9322301194154049,0.1,0.95,0.031459808349609375
16,11.0,0.9275689688183278,0.1,0.95,0.04723048210144043
17,13.0,0.9229311239742362,0.1,0.95,0.04723048210144043
18,36.0,0.918316468354365,0.1,0.95,0.04723048210144043
19,26.0,0.9137248860125932,0.1,0.95,0.04723048210144043
20,12.0,0.9091562615825302,0.1,0.95,0.04723048210144043
21,15.0,0.9046104802746175,0.1,0.95,0.04723048210144043
22,25.0,0.9000874278732445,0.1,0.95,0.06318807601928711
23,12.0,0.8955869907338783,0.1,0.95,0.06533241271972656
24,15.0,0.8911090557802088,0.1,0.95,0.06734991073608398
25,17.0,0.8866535105013078,0.1,0.95,0.06885886192321777
26,37.0,0.8822202429488013,0.1,0.95,0.07086992263793945
27,20.0,0.8778091417340573,0.1,0.95,0.07086992263793945
28,34.0,0.8734200960253871,0.1,0.95,0.07086992263793945
29,13.0,0.8690529955452602,0.1,0.95,0.07086992263793945
30,42.0,0.8647077305675338,0.1,0.95,0.07086992263793945
31,41.0,0.8603841919146962,0.1,0.95,0.08889102935791016
32,29.0,0.8560822709551227,0.1,0.95,0.09291744232177734
33,20.0,0.851801859600347,0.1,0.95,0.09493231773376465
34,57.0,0.8475428503023453,0.1,0.95,0.09895944595336914
35,41.0,0.8433051360508336,0.1,0.95,0.10263919830322266
36,19.0,0.8390886103705794,0.1,0.95,0.10263919830322266
37,10.0,0.8348931673187264,0.1,0.95,0.10263919830322266
38,31.0,0.8307187014821328,0.1,0.95,0.10263919830322266
39,81.0,0.8265651079747222,0.1,0.95,0.12040090560913086
40,13.0,0.8224322824348486,0.1,0.95,0.12240219116210938
41,12.0,0.8183201210226743,0.1,0.95,0.12439846992492676
42,30.0,0.8142285204175609,0.1,0.95,0.12740874290466309
43,19.0,0.810157377815473,0.1,0.95,0.12940311431884766
44,25.0,0.8061065909263957,0.1,0.95,0.13240909576416016
45,14.0,0.8020760579717637,0.1,0.95,0.13355588912963867
46,11.0,0.798065677681905,0.1,0.95,0.13552379608154297
47,11.0,0.7940753492934954,0.1,0.95,0.13752412796020508
48,15.0,0.7901049725470279,0.1,0.95,0.1395554542541504
49,19.0,0.7861544476842928,0.1,0.95,0.1415543556213379
50,12.0,0.7822236754458713,0.1,0.95,0.1435561180114746
51,9.0,0.778312557068642,0.1,0.95,0.14452219009399414
52,12.0,0.7744209942832988,0.1,0.95,0.14656805992126465
53,25.0,0.7705488893118823,0.1,0.95,0.14972710609436035
54,13.0,0.7666961448653229,0.1,0.95,0.15068602561950684
55,34.0,0.7628626641409962,0.1,0.95,0.15475058555603027
56,30.0,0.7590483508202912,0.1,0.95,0.15775609016418457
57,23.0,0.7552531090661897,0.1,0.95,0.1597449779510498
58,55.0,0.7514768435208588,0.1,0.95,0.16489338874816895
59,31.0,0.7477194593032545,0.1,0.95,0.16788601875305176
60,23.0,0.7439808620067382,0.1,0.95,0.17039799690246582
61,27.0,0.7402609576967045,0.1,0.95,0.17340302467346191
62,17.0,0.736559652908221,0.1,0.95,0.1753981113433838
63,24.0,0.7328768546436799,0.1,0.95,0.1774284839630127
64,35.0,0.7292124703704616,0.1,0.95,0.1794276237487793
65,11.0,0.7255664080186093,0.1,0.95,0.1794276237487793
66,15.0,0.7219385759785162,0.1,0.95,0.1794276237487793
67,29.0,0.7183288830986236,0.1,0.95,0.1794276237487793
68,14.0,0.7147372386831305,0.1,0.95,0.1794276237487793
69,11.0,0.7111635524897149,0.1,0.95,0.19061923027038574
70,27.0,0.7076077347272662,0.1,0.95,0.19061923027038574
71,10.0,0.7040696960536299,0.1,0.95,0.19507455825805664
72,46.0,0.7005493475733617,0.1,0.95,0.20159912109375
73,18.0,0.697046600835495,0.1,0.95,0.2036142349243164
74,15.0,0.6935613678313175,0.1,0.95,0.20562958717346191
75,15.0,0.6900935609921609,0.1,0.95,0.21042466163635254
76,24.0,0.6866430931872001,0.1,0.95,0.21244144439697266
77,43.0,0.6832098777212641,0.1,0.95,0.219252347946167
78,24.0,0.6797938283326578,0.1,0.95,0.22328758239746094
79,33.0,0.6763948591909945,0.1,0.95,0.22834205627441406
80,17.0,0.6730128848950395,0.1,0.95,0.23035740852355957
81,16.0,0.6696478204705644,0.1,0.95,0.234391450881958
82,56.0,0.6662995813682115,0.1,0.95,0.24221539497375488
83,18.0,0.6629680834613705,0.1,0.95,0.2442307472229004
84,12.0,0.6596532430440636,0.1,0.95,0.2462475299835205
