episode,total_reward,epsilon,alpha,gamma,elapsed
1,22.0,1.0,0.1,0.95,0.011166095733642578
2,14.0,0.99,0.1,0.95,0.015206575393676758
3,23.0,0.9801,0.1,0.95,0.021267414093017578
4,57.0,0.9702989999999999,0.1,0.95,0.031141042709350586
5,32.0,0.96059601,0.1,0.95,0.03228878974914551
6,22.0,0.9509900498999999,0.1,0.95,0.03228878974914551
7,12.0,0.9414801494009999,0.1,0.95,0.03228878974914551
8,16.0,0.9320653479069899,0.1,0.95,0.04722762107849121
9,20.0,0.92274469442792,0.1,0.95,0.04722762107849121
10,15.0,0.9135172474836407,0.1,0.95,0.04722762107849121
11,16.0,0.9043820750088043,0.1,0.95,0.05585741996765137
12,16.0,0.8953382542587163,0.1,0.95,0.05585741996765137
13,19.0,0.8863848717161291,0.1,0.95,0.06336402893066406
14,12.0,0.8775210229989678,0.1,0.95,0.06336402893066406
15,14.0,0.8687458127689781,0.1,0.95,0.06336402893066406
16,36.0,0.8600583546412883,0.1,0.95,0.06336402893066406
17,17.0,0.8514577710948754,0.1,0.95,0.08125901222229004
18,27.0,0.8429431933839266,0.1,0.95,0.08731436729431152
19,36.0,0.8345137614500874,0.1,0.95,0.09335732460021973
20,14.0,0.8261686238355865,0.1,0.95,0.097137451171875
21,11.0,0.8179069375972307,0.1,0.95,0.097137451171875
22,26.0,0.8097278682212583,0.1,0.95,0.10768842697143555
23,17.0,0.8016305895390458,0.1,0.95,0.11325907707214355
24,15.0,0.7936142836436553,0.1,0.95,0.1152801513671875
25,11.0,0.7856781408072188,0.1,0.95,0.11932015419006348
26,9.0,0.7778213593991465,0.1,0.95,0.12134265899658203
27,14.0,0.7700431458051551,0.1,0.95,0.12538671493530273
28,21.0,0.7623427143471035,0.1,0.95,0.129166841506958
29,25.0,0.7547192872036325,0.1,0.95,0.13523483276367188
30,26.0,0.7471720943315961,0.1,0.95,0.1412980556488037
31,14.0,0.7397003733882802,0.1,0.95,0.14307093620300293
32,48.0,0.7323033696543974,0.1,0.95,0.14307093620300293
33,28.0,0.7249803359578534,0.1,0.95,0.15874791145324707
34,20.0,0.7177305325982748,0.1,0.95,0.15874791145324707
35,10.0,0.7105532272722921,0.1,0.95,0.15874791145324707
36,54.0,0.7034476949995692,0.1,0.95,0.15874791145324707
37,10.0,0.6964132180495735,0.1,0.95,0.17488908767700195
38,12.0,0.6894490858690777,0.1,0.95,0.17488908767700195
39,17.0,0.682554595010387,0.1,0.95,0.17488908767700195
40,13.0,0.6757290490602831,0.1,0.95,0.17488908767700195
41,10.0,0.6689717585696803,0.1,0.95,0.17488908767700195
42,13.0,0.6622820409839835,0.1,0.95,0.1907024383544922
43,8.0,0.6556592205741436,0.1,0.95,0.1907024383544922
44,11.0,0.6491026283684022,0.1,0.95,0.1907024383544922
45,26.0,0.6426116020847181,0.1,0.95,0.1907024383544922
46,13.0,0.6361854860638709,0.1,0.95,0.1907024383544922
47,29.0,0.6298236312032323,0.1,0.95,0.20663857460021973
48,12.0,0.6235253948912,0.1,0.95,0.20663857460021973
49,95.0,0.617290140942288,0.1,0.95,0.22448205947875977
50,12.0,0.6111172395328651,0.1,0.95,0.2285170555114746
51,55.0,0.6050060671375365,0.1,0.95,0.24834179878234863
52,9.0,0.5989560064661611,0.1,0.95,0.2523813247680664
53,13.0,0.5929664464014994,0.1,0.95,0.2582070827484131
54,14.0,0.5870367819374844,0.1,0.95,0.2642707824707031
55,62.0,0.5811664141181095,0.1,0.95,0.28220701217651367
56,10.0,0.5753547499769285,0.1,0.95,0.2859950065612793
57,11.0,0.5696012024771592,0.1,0.95,0.29003190994262695
58,17.0,0.5639051904523876,0.1,0.95,0.294079065322876
59,10.0,0.5582661385478638,0.1,0.95,0.29812169075012207
60,14.0,0.5526834771623851,0.1,0.95,0.3050963878631592
61,12.0,0.5471566423907612,0.1,0.95,0.30913448333740234
62,14.0,0.5416850759668536,0.1,0.95,0.31316661834716797
63,12.0,0.536268225207185,0.1,0.95,0.3192141056060791
64,30.0,0.5309055429551132,0.1,0.95,0.32526588439941406
65,17.0,0.525596487525562,0.1,0.95,0.33130955696105957
66,11.0,0.5203405226503064,0.1,0.95,0.3350851535797119
67,52.0,0.5151371174238033,0.1,0.95,0.34720516204833984
68,11.0,0.5099857462495653,0.1,0.95,0.35100483894348145
69,8.0,0.5048858887870696,0.1,0.95,0.3560965061187744
70,9.0,0.4998370298991989,0.1,0.95,0.3581562042236328
71,11.0,0.49483865960020695,0.1,0.95,0.3632206916809082
72,17.0,0.4898902730042049,0.1,0.95,0.3690309524536133
73,46.0,0.48499137027416284,0.1,0.95,0.37917065620422363
74,11.0,0.4801414565714212,0.1,0.95,0.38297009468078613
75,103.0,0.475340042005707,0.1,0.95,0.4090278148651123
76,13.0,0.47058664158564995,0.1,0.95,0.41281676292419434
77,9.0,0.4658807751697934,0.1,0.95,0.41686224937438965
78,53.0,0.4612219674180955,0.1,0.95,0.42695164680480957
79,24.0,0.45660974774391455,0.1,0.95,0.43074512481689453
80,55.0,0.4520436502664754,0.1,0.95,0.44483256340026855
81,50.0,0.44752321376381066,0.1,0.95,0.45624470710754395
