episode,total_reward,epsilon,alpha,gamma,elapsed
1,22.0,1.0,0.1,0.95,0.010843992233276367
2,14.0,0.99,0.1,0.95,0.01488351821899414
3,41.0,0.9801,0.1,0.95,0.020424604415893555
4,16.0,0.9702989999999999,0.1,0.95,0.024451017379760742
5,30.0,0.96059601,0.1,0.95,0.02847766876220703
6,44.0,0.9509900498999999,0.1,0.95,0.03426980972290039
7,12.0,0.9414801494009999,0.1,0.95,0.0383000373840332
8,29.0,0.9320653479069899,0.1,0.95,0.04232597351074219
9,20.0,0.92274469442792,0.1,0.95,0.0443418025970459
10,33.0,0.9135172474836407,0.1,0.95,0.05012655258178711
11,22.0,0.9043820750088043,0.1,0.95,0.0541532039642334
12,14.0,0.8953382542587163,0.1,0.95,0.0561678409576416
13,16.0,0.8863848717161291,0.1,0.95,0.060194969177246094
14,14.0,0.8775210229989678,0.1,0.95,0.060194969177246094
15,55.0,0.8687458127689781,0.1,0.95,0.06395363807678223
16,25.0,0.8600583546412883,0.1,0.95,0.06395363807678223
17,15.0,0.8514577710948754,0.1,0.95,0.06395363807678223
18,16.0,0.8429431933839266,0.1,0.95,0.07976388931274414
19,62.0,0.8345137614500874,0.1,0.95,0.08178019523620605
20,11.0,0.8261686238355865,0.1,0.95,0.08178019523620605
21,11.0,0.8179069375972307,0.1,0.95,0.08178019523620605
22,13.0,0.8097278682212583,0.1,0.95,0.08178019523620605
23,12.0,0.8016305895390458,0.1,0.95,0.09569215774536133
24,17.0,0.7936142836436553,0.1,0.95,0.10228371620178223
25,26.0,0.7856781408072188,0.1,0.95,0.10631251335144043
26,19.0,0.7778213593991465,0.1,0.95,0.10832953453063965
27,22.0,0.7700431458051551,0.1,0.95,0.11337876319885254
28,29.0,0.7623427143471035,0.1,0.95,0.1164097785949707
29,23.0,0.7547192872036325,0.1,0.95,0.1204383373260498
30,61.0,0.7471720943315961,0.1,0.95,0.1274864673614502
31,26.0,0.7397003733882802,0.1,0.95,0.13152074813842773
32,65.0,0.7323033696543974,0.1,0.95,0.14160847663879395
33,10.0,0.7249803359578534,0.1,0.95,0.1433703899383545
34,12.0,0.7177305325982748,0.1,0.95,0.14740777015686035
35,18.0,0.7105532272722921,0.1,0.95,0.14942574501037598
36,46.0,0.7034476949995692,0.1,0.95,0.1574869155883789
37,11.0,0.6964132180495735,0.1,0.95,0.16126394271850586
38,15.0,0.6894490858690777,0.1,0.95,0.16126394271850586
39,13.0,0.682554595010387,0.1,0.95,0.16126394271850586
40,32.0,0.6757290490602831,0.1,0.95,0.16126394271850586
41,29.0,0.6689717585696803,0.1,0.95,0.17494416236877441
42,13.0,0.6622820409839835,0.1,0.95,0.17494416236877441
43,18.0,0.6556592205741436,0.1,0.95,0.17494416236877441
44,24.0,0.6491026283684022,0.1,0.95,0.17494416236877441
45,74.0,0.6426116020847181,0.1,0.95,0.19058704376220703
46,37.0,0.6361854860638709,0.1,0.95,0.19058704376220703
47,17.0,0.6298236312032323,0.1,0.95,0.2065730094909668
48,40.0,0.6235253948912,0.1,0.95,0.2065730094909668
49,28.0,0.617290140942288,0.1,0.95,0.21650362014770508
50,33.0,0.6111172395328651,0.1,0.95,0.2226848602294922
51,80.0,0.6050060671375365,0.1,0.95,0.2226848602294922
52,12.0,0.5989560064661611,0.1,0.95,0.2226848602294922
53,10.0,0.5929664464014994,0.1,0.95,0.23876118659973145
54,18.0,0.5870367819374844,0.1,0.95,0.24333786964416504
55,9.0,0.5811664141181095,0.1,0.95,0.24637699127197266
56,17.0,0.5753547499769285,0.1,0.95,0.24937772750854492
57,21.0,0.5696012024771592,0.1,0.95,0.2533872127532959
58,9.0,0.5639051904523876,0.1,0.95,0.25634312629699707
59,10.0,0.5582661385478638,0.1,0.95,0.2589423656463623
60,45.0,0.5526834771623851,0.1,0.95,0.26595425605773926
61,13.0,0.5471566423907612,0.1,0.95,0.270397424697876
62,11.0,0.5416850759668536,0.1,0.95,0.27259397506713867
63,13.0,0.536268225207185,0.1,0.95,0.2773914337158203
64,15.0,0.5309055429551132,0.1,0.95,0.28101086616516113
65,17.0,0.525596487525562,0.1,0.95,0.28529977798461914
66,25.0,0.5203405226503064,0.1,0.95,0.292560338973999
67,24.0,0.5151371174238033,0.1,0.95,0.29830241203308105
68,34.0,0.5099857462495653,0.1,0.95,0.30433201789855957
69,18.0,0.5048858887870696,0.1,0.95,0.3112037181854248
70,16.0,0.4998370298991989,0.1,0.95,0.31597280502319336
71,44.0,0.49483865960020695,0.1,0.95,0.3276851177215576
72,13.0,0.4898902730042049,0.1,0.95,0.33350253105163574
