episode,total_reward,epsilon,alpha,gamma,elapsed
1,22.0,1.0,0.05,0.95,0.003025531768798828
2,14.0,0.99,0.05,0.95,0.007266998291015625
3,41.0,0.9801,0.05,0.95,0.016429424285888672
4,16.0,0.9702989999999999,0.05,0.95,0.020821809768676758
5,30.0,0.96059601,0.05,0.95,0.029242277145385742
6,44.0,0.9509900498999999,0.05,0.95,0.03529667854309082
7,12.0,0.9414801494009999,0.05,0.95,0.03825950622558594
8,29.0,0.9320653479069899,0.05,0.95,0.044255971908569336
9,20.0,0.92274469442792,0.05,0.95,0.04860639572143555
10,43.0,0.9135172474836407,0.05,0.95,0.054607391357421875
11,23.0,0.9043820750088043,0.05,0.95,0.06013321876525879
12,19.0,0.8953382542587163,0.05,0.95,0.06312227249145508
13,15.0,0.8863848717161291,0.05,0.95,0.06612825393676758
14,22.0,0.8775210229989678,0.05,0.95,0.07099461555480957
15,16.0,0.8687458127689781,0.05,0.95,0.07575559616088867
16,21.0,0.8600583546412883,0.05,0.95,0.08005499839782715
17,17.0,0.8514577710948754,0.05,0.95,0.0830543041229248
18,13.0,0.8429431933839266,0.05,0.95,0.08569502830505371
19,12.0,0.8345137614500874,0.05,0.95,0.08893203735351562
20,15.0,0.8261686238355865,0.05,0.95,0.09198999404907227
21,35.0,0.8179069375972307,0.05,0.95,0.09888482093811035
22,31.0,0.8097278682212583,0.05,0.95,0.10289311408996582
23,17.0,0.8016305895390458,0.05,0.95,0.10753345489501953
24,21.0,0.7936142836436553,0.05,0.95,0.11184048652648926
25,17.0,0.7856781408072188,0.05,0.95,0.11495494842529297
26,22.0,0.7778213593991465,0.05,0.95,0.11894893646240234
27,28.0,0.7700431458051551,0.05,0.95,0.12471199035644531
28,61.0,0.7623427143471035,0.05,0.95,0.13285160064697266
29,35.0,0.7547192872036325,0.05,0.95,0.1395561695098877
30,88.0,0.7471720943315961,0.05,0.95,0.1561882495880127
31,28.0,0.7397003733882802,0.05,0.95,0.16223645210266113
32,19.0,0.7323033696543974,0.05,0.95,0.1652388572692871
33,54.0,0.7249803359578534,0.05,0.95,0.17320466041564941
34,18.0,0.7177305325982748,0.05,0.95,0.17724299430847168
35,17.0,0.7105532272722921,0.05,0.95,0.18022775650024414
36,20.0,0.7034476949995692,0.05,0.95,0.1842043399810791
37,13.0,0.6964132180495735,0.05,0.95,0.1872272491455078
38,14.0,0.6894490858690777,0.05,0.95,0.18961167335510254
39,17.0,0.682554595010387,0.05,0.95,0.19322991371154785
40,15.0,0.6757290490602831,0.05,0.95,0.19620752334594727
41,51.0,0.6689717585696803,0.05,0.95,0.20398855209350586
42,54.0,0.6622820409839835,0.05,0.95,0.21273589134216309
43,18.0,0.6556592205741436,0.05,0.95,0.21691226959228516
44,17.0,0.6491026283684022,0.05,0.95,0.21987414360046387
45,13.0,0.6426116020847181,0.05,0.95,0.22431707382202148
