episode,total_reward,epsilon,alpha,gamma,elapsed
1,22.0,1.0,0.01,0.95,0.00606989860534668
2,14.0,0.98,0.01,0.95,0.010112524032592773
3,17.0,0.9603999999999999,0.01,0.95,0.013898849487304688
4,12.0,0.9411919999999999,0.01,0.95,0.019559621810913086
5,10.0,0.9223681599999999,0.01,0.95,0.023601293563842773
6,16.0,0.9039207967999998,0.01,0.95,0.02764606475830078
7,23.0,0.8858423808639998,0.01,0.95,0.029669523239135742
8,27.0,0.8681255332467198,0.01,0.95,0.04008626937866211
9,16.0,0.8507630225817854,0.01,0.95,0.04345417022705078
10,28.0,0.8337477621301497,0.01,0.95,0.04951071739196777
11,23.0,0.8170728068875467,0.01,0.95,0.05274629592895508
12,12.0,0.8007313507497957,0.01,0.95,0.061188459396362305
13,30.0,0.7847167237347998,0.01,0.95,0.061188459396362305
14,24.0,0.7690223892601038,0.01,0.95,0.06913924217224121
15,22.0,0.7536419414749017,0.01,0.95,0.07697558403015137
16,17.0,0.7385691026454037,0.01,0.95,0.08102083206176758
17,16.0,0.7237977205924956,0.01,0.95,0.08505105972290039
18,17.0,0.7093217661806457,0.01,0.95,0.08908200263977051
19,44.0,0.6951353308570327,0.01,0.95,0.09702539443969727
20,21.0,0.6812326242398921,0.01,0.95,0.10106229782104492
21,23.0,0.6676079717550942,0.01,0.95,0.1071023941040039
22,11.0,0.6542558123199923,0.01,0.95,0.10886383056640625
23,18.0,0.6411706960735924,0.01,0.95,0.10886383056640625
24,14.0,0.6283472821521205,0.01,0.95,0.11776137351989746
25,11.0,0.6157803365090782,0.01,0.95,0.1197822093963623
26,10.0,0.6034647297788965,0.01,0.95,0.1197822093963623
27,15.0,0.5913954351833186,0.01,0.95,0.12652993202209473
28,54.0,0.5795675264796523,0.01,0.95,0.1366119384765625
29,32.0,0.5679761759500592,0.01,0.95,0.14443278312683105
30,12.0,0.5566166524310581,0.01,0.95,0.14823412895202637
31,10.0,0.5454843193824369,0.01,0.95,0.15024995803833008
32,23.0,0.5345746329947881,0.01,0.95,0.15622663497924805
33,9.0,0.5238831403348924,0.01,0.95,0.1593000888824463
34,11.0,0.5134054775281945,0.01,0.95,0.16333985328674316
35,13.0,0.5031373679776306,0.01,0.95,0.16738224029541016
36,33.0,0.493074620618078,0.01,0.95,0.1734447479248047
37,67.0,0.48321312820571644,0.01,0.95,0.1734447479248047
38,23.0,0.4735488656416021,0.01,0.95,0.19330143928527832
39,29.0,0.46407788832877006,0.01,0.95,0.19887852668762207
40,17.0,0.45479633056219465,0.01,0.95,0.20292329788208008
41,25.0,0.44570040395095073,0.01,0.95,0.20848965644836426
42,10.0,0.4367863958719317,0.01,0.95,0.20848965644836426
43,13.0,0.42805066795449304,0.01,0.95,0.20848965644836426
44,28.0,0.41948965459540316,0.01,0.95,0.21874499320983887
45,19.0,0.4110998615034951,0.01,0.95,0.21874499320983887
46,11.0,0.4028778642734252,0.01,0.95,0.2262403964996338
47,22.0,0.39482030698795667,0.01,0.95,0.2322983741760254
48,8.0,0.38692390084819756,0.01,0.95,0.23464083671569824
49,13.0,0.3791854228312336,0.01,0.95,0.23912811279296875
50,13.0,0.37160171437460887,0.01,0.95,0.2411515712738037
51,51.0,0.3641696800871167,0.01,0.95,0.2492222785949707
