episode,total_reward,epsilon,alpha,gamma,elapsed
1,22.0,1.0,0.05,0.99,0.0
2,14.0,0.995,0.05,0.99,0.0
3,23.0,0.990025,0.05,0.99,0.011384010314941406
4,57.0,0.985074875,0.05,0.99,0.016523122787475586
5,24.0,0.9801495006250001,0.05,0.99,0.02422165870666504
6,31.0,0.9752487531218751,0.05,0.99,0.02822136878967285
7,31.0,0.9703725093562657,0.05,0.99,0.03222227096557617
8,13.0,0.9655206468094844,0.05,0.99,0.034227609634399414
9,24.0,0.960693043575437,0.05,0.99,0.03818249702453613
10,47.0,0.9558895783575597,0.05,0.99,0.04430651664733887
11,17.0,0.9511101304657719,0.05,0.99,0.04630470275878906
12,21.0,0.946354579813443,0.05,0.99,0.049306631088256836
13,27.0,0.9416228069143757,0.05,0.99,0.05348658561706543
14,15.0,0.9369146928798039,0.05,0.99,0.055455684661865234
15,31.0,0.9322301194154049,0.05,0.99,0.05824995040893555
16,24.0,0.9275689688183278,0.05,0.99,0.05824995040893555
17,16.0,0.9229311239742362,0.05,0.99,0.05824995040893555
18,20.0,0.918316468354365,0.05,0.99,0.05824995040893555
19,21.0,0.9137248860125932,0.05,0.99,0.07161784172058105
20,12.0,0.9091562615825302,0.05,0.99,0.07161784172058105
21,42.0,0.9046104802746175,0.05,0.99,0.07161784172058105
22,15.0,0.9000874278732445,0.05,0.99,0.08312702178955078
23,53.0,0.8955869907338783,0.05,0.99,0.08973550796508789
24,14.0,0.8911090557802088,0.05,0.99,0.09276533126831055
25,40.0,0.8866535105013078,0.05,0.99,0.0969235897064209
26,19.0,0.8822202429488013,0.05,0.99,0.09992384910583496
27,92.0,0.8778091417340573,0.05,0.99,0.11007928848266602
28,15.0,0.8734200960253871,0.05,0.99,0.11206889152526855
29,25.0,0.8690529955452602,0.05,0.99,0.11607885360717773
30,21.0,0.8647077305675338,0.05,0.99,0.11904668807983398
31,26.0,0.8603841919146962,0.05,0.99,0.12308073043823242
32,27.0,0.8560822709551227,0.05,0.99,0.12407469749450684
33,20.0,0.851801859600347,0.05,0.99,0.12407469749450684
34,29.0,0.8475428503023453,0.05,0.99,0.12407469749450684
35,26.0,0.8433051360508336,0.05,0.99,0.12407469749450684
36,14.0,0.8390886103705794,0.05,0.99,0.14003705978393555
37,11.0,0.8348931673187264,0.05,0.99,0.14003705978393555
38,23.0,0.8307187014821328,0.05,0.99,0.14003705978393555
39,18.0,0.8265651079747222,0.05,0.99,0.15096139907836914
40,14.0,0.8224322824348486,0.05,0.99,0.15096139907836914
41,46.0,0.8183201210226743,0.05,0.99,0.15928053855895996
42,25.0,0.8142285204175609,0.05,0.99,0.1632676124572754
43,25.0,0.810157377815473,0.05,0.99,0.16727232933044434
44,15.0,0.8061065909263957,0.05,0.99,0.17027735710144043
45,13.0,0.8020760579717637,0.05,0.99,0.17477083206176758
46,39.0,0.798065677681905,0.05,0.99,0.1837940216064453
47,25.0,0.7940753492934954,0.05,0.99,0.1867978572845459
48,10.0,0.7901049725470279,0.05,0.99,0.1867978572845459
49,11.0,0.7861544476842928,0.05,0.99,0.1867978572845459
50,30.0,0.7822236754458713,0.05,0.99,0.19518280029296875
51,10.0,0.778312557068642,0.05,0.99,0.19719362258911133
52,32.0,0.7744209942832988,0.05,0.99,0.20273208618164062
53,18.0,0.7705488893118823,0.05,0.99,0.20592212677001953
54,17.0,0.7666961448653229,0.05,0.99,0.2089090347290039
55,18.0,0.7628626641409962,0.05,0.99,0.2109079360961914
56,25.0,0.7590483508202912,0.05,0.99,0.21491456031799316
57,21.0,0.7552531090661897,0.05,0.99,0.21790790557861328
58,14.0,0.7514768435208588,0.05,0.99,0.22008872032165527
59,12.0,0.7477194593032545,0.05,0.99,0.22206521034240723
60,17.0,0.7439808620067382,0.05,0.99,0.22508621215820312
61,60.0,0.7402609576967045,0.05,0.99,0.23209214210510254
62,53.0,0.736559652908221,0.05,0.99,0.23406410217285156
63,31.0,0.7328768546436799,0.05,0.99,0.23406410217285156
64,18.0,0.7292124703704616,0.05,0.99,0.23406410217285156
65,10.0,0.7255664080186093,0.05,0.99,0.23406410217285156
66,28.0,0.7219385759785162,0.05,0.99,0.25295019149780273
67,33.0,0.7183288830986236,0.05,0.99,0.25295019149780273
68,27.0,0.7147372386831305,0.05,0.99,0.25295019149780273
69,53.0,0.7111635524897149,0.05,0.99,0.26987314224243164
70,41.0,0.7076077347272662,0.05,0.99,0.27487683296203613
71,10.0,0.7040696960536299,0.05,0.99,0.2768681049346924
72,28.0,0.7005493475733617,0.05,0.99,0.27986693382263184
73,10.0,0.697046600835495,0.05,0.99,0.2828707695007324
74,17.0,0.6935613678313175,0.05,0.99,0.2848782539367676
75,35.0,0.6900935609921609,0.05,0.99,0.28988003730773926
76,22.0,0.6866430931872001,0.05,0.99,0.2928779125213623
77,9.0,0.6832098777212641,0.05,0.99,0.2948462963104248
78,51.0,0.6797938283326578,0.05,0.99,0.2958817481994629
79,13.0,0.6763948591909945,0.05,0.99,0.2958817481994629
80,14.0,0.6730128848950395,0.05,0.99,0.2958817481994629
81,11.0,0.6696478204705644,0.05,0.99,0.2958817481994629
82,21.0,0.6662995813682115,0.05,0.99,0.2958817481994629
83,15.0,0.6629680834613705,0.05,0.99,0.31188297271728516
84,145.0,0.6596532430440636,0.05,0.99,0.3291819095611572
85,47.0,0.6563549768288433,0.05,0.99,0.3341846466064453
86,12.0,0.653073201944699,0.05,0.99,0.336223840713501
87,31.0,0.6498078359349755,0.05,0.99,0.3402266502380371
88,16.0,0.6465587967553006,0.05,0.99,0.3432285785675049
89,9.0,0.6433260027715241,0.05,0.99,0.3432285785675049
90,38.0,0.6401093727576664,0.05,0.99,0.3509202003479004
91,32.0,0.6369088258938781,0.05,0.99,0.3509202003479004
92,28.0,0.6337242817644086,0.05,0.99,0.35928821563720703
93,16.0,0.6305556603555866,0.05,0.99,0.35928821563720703
94,33.0,0.6274028820538087,0.05,0.99,0.35928821563720703
95,126.0,0.6242658676435396,0.05,0.99,0.37543678283691406
96,19.0,0.6211445383053219,0.05,0.99,0.37543678283691406
97,37.0,0.6180388156137953,0.05,0.99,0.37543678283691406
98,30.0,0.6149486215357263,0.05,0.99,0.37543678283691406
99,25.0,0.6118738784280476,0.05,0.99,0.39562273025512695
100,15.0,0.6088145090359074,0.05,0.99,0.39860963821411133
101,32.0,0.6057704364907278,0.05,0.99,0.40463924407958984
102,13.0,0.6027415843082742,0.05,0.99,0.4056107997894287
103,44.0,0.5997278763867329,0.05,0.99,0.4056107997894287
104,20.0,0.5967292370047992,0.05,0.99,0.4056107997894287
105,42.0,0.5937455908197752,0.05,0.99,0.4056107997894287
106,13.0,0.5907768628656763,0.05,0.99,0.4225447177886963
107,21.0,0.5878229785513479,0.05,0.99,0.42555999755859375
108,24.0,0.5848838636585911,0.05,0.99,0.4285397529602051
109,23.0,0.5819594443402982,0.05,0.99,0.43254613876342773
110,13.0,0.5790496471185967,0.05,0.99,0.4345359802246094
111,11.0,0.5761543988830038,0.05,0.99,0.4365963935852051
112,43.0,0.5732736268885887,0.05,0.99,0.44184279441833496
