episode,total_reward,epsilon,alpha,gamma,elapsed
1,22.0,1.0,0.1,0.99,0.003009319305419922
2,14.0,0.99,0.1,0.99,0.006016969680786133
3,41.0,0.9801,0.1,0.99,0.010014772415161133
4,16.0,0.9702989999999999,0.1,0.99,0.014759063720703125
5,30.0,0.96059601,0.1,0.99,0.014759063720703125
6,44.0,0.9509900498999999,0.1,0.99,0.014759063720703125
7,12.0,0.9414801494009999,0.1,0.99,0.02780008316040039
8,29.0,0.9320653479069899,0.1,0.99,0.03182554244995117
9,20.0,0.92274469442792,0.1,0.99,0.03384113311767578
10,33.0,0.9135172474836407,0.1,0.99,0.03786730766296387
11,22.0,0.9043820750088043,0.1,0.99,0.04163765907287598
12,14.0,0.8953382542587163,0.1,0.99,0.04365253448486328
13,16.0,0.8863848717161291,0.1,0.99,0.045668840408325195
14,14.0,0.8775210229989678,0.1,0.99,0.048599958419799805
15,55.0,0.8687458127689781,0.1,0.99,0.048599958419799805
16,25.0,0.8600583546412883,0.1,0.99,0.0574336051940918
17,15.0,0.8514577710948754,0.1,0.99,0.0574336051940918
18,16.0,0.8429431933839266,0.1,0.99,0.0574336051940918
19,62.0,0.8345137614500874,0.1,0.99,0.07318401336669922
20,11.0,0.8261686238355865,0.1,0.99,0.07536768913269043
21,11.0,0.8179069375972307,0.1,0.99,0.07736754417419434
22,13.0,0.8097278682212583,0.1,0.99,0.07936453819274902
23,12.0,0.8016305895390458,0.1,0.99,0.08136653900146484
24,17.0,0.7936142836436553,0.1,0.99,0.08436203002929688
25,26.0,0.7856781408072188,0.1,0.99,0.08736228942871094
26,19.0,0.7778213593991465,0.1,0.99,0.08736228942871094
27,22.0,0.7700431458051551,0.1,0.99,0.08736228942871094
28,90.0,0.7623427143471035,0.1,0.99,0.10506772994995117
29,29.0,0.7547192872036325,0.1,0.99,0.10506772994995117
30,46.0,0.7471720943315961,0.1,0.99,0.11483573913574219
31,39.0,0.7397003733882802,0.1,0.99,0.11893343925476074
32,10.0,0.7323033696543974,0.1,0.99,0.11893343925476074
33,56.0,0.7249803359578534,0.1,0.99,0.11893343925476074
34,17.0,0.7177305325982748,0.1,0.99,0.11893343925476074
35,27.0,0.7105532272722921,0.1,0.99,0.13460755348205566
36,10.0,0.7034476949995692,0.1,0.99,0.13460755348205566
37,11.0,0.6964132180495735,0.1,0.99,0.13460755348205566
38,19.0,0.6894490858690777,0.1,0.99,0.13460755348205566
39,26.0,0.682554595010387,0.1,0.99,0.13460755348205566
40,11.0,0.6757290490602831,0.1,0.99,0.13460755348205566
41,15.0,0.6689717585696803,0.1,0.99,0.15067338943481445
42,10.0,0.6622820409839835,0.1,0.99,0.15067338943481445
43,14.0,0.6556592205741436,0.1,0.99,0.15067338943481445
44,14.0,0.6491026283684022,0.1,0.99,0.15067338943481445
45,63.0,0.6426116020847181,0.1,0.99,0.15067338943481445
46,21.0,0.6361854860638709,0.1,0.99,0.1664421558380127
47,9.0,0.6298236312032323,0.1,0.99,0.1664421558380127
48,16.0,0.6235253948912,0.1,0.99,0.1664421558380127
49,13.0,0.617290140942288,0.1,0.99,0.1664421558380127
50,18.0,0.6111172395328651,0.1,0.99,0.1664421558380127
51,21.0,0.6050060671375365,0.1,0.99,0.1664421558380127
52,20.0,0.5989560064661611,0.1,0.99,0.18359041213989258
53,13.0,0.5929664464014994,0.1,0.99,0.18659353256225586
54,13.0,0.5870367819374844,0.1,0.99,0.18858909606933594
55,44.0,0.5811664141181095,0.1,0.99,0.1935887336730957
56,9.0,0.5753547499769285,0.1,0.99,0.19556045532226562
57,33.0,0.5696012024771592,0.1,0.99,0.19658923149108887
58,17.0,0.5639051904523876,0.1,0.99,0.19658923149108887
59,11.0,0.5582661385478638,0.1,0.99,0.19658923149108887
60,19.0,0.5526834771623851,0.1,0.99,0.19658923149108887
61,45.0,0.5471566423907612,0.1,0.99,0.21264934539794922
62,28.0,0.5416850759668536,0.1,0.99,0.21516132354736328
63,16.0,0.536268225207185,0.1,0.99,0.21516132354736328
64,24.0,0.5309055429551132,0.1,0.99,0.21516132354736328
65,40.0,0.525596487525562,0.1,0.99,0.22862839698791504
66,33.0,0.5203405226503064,0.1,0.99,0.23067474365234375
67,35.0,0.5151371174238033,0.1,0.99,0.23067474365234375
68,23.0,0.5099857462495653,0.1,0.99,0.23067474365234375
69,69.0,0.5048858887870696,0.1,0.99,0.24883174896240234
70,58.0,0.4998370298991989,0.1,0.99,0.25482749938964844
71,77.0,0.49483865960020695,0.1,0.99,0.26108384132385254
72,52.0,0.4898902730042049,0.1,0.99,0.26108384132385254
73,18.0,0.48499137027416284,0.1,0.99,0.26108384132385254
74,24.0,0.4801414565714212,0.1,0.99,0.27584218978881836
75,107.0,0.475340042005707,0.1,0.99,0.27584218978881836
76,33.0,0.47058664158564995,0.1,0.99,0.2957782745361328
77,56.0,0.4658807751697934,0.1,0.99,0.3027670383453369
78,11.0,0.4612219674180955,0.1,0.99,0.30473828315734863
79,50.0,0.45660974774391455,0.1,0.99,0.3110828399658203
80,50.0,0.4520436502664754,0.1,0.99,0.3176755905151367
81,15.0,0.44752321376381066,0.1,0.99,0.3196709156036377
82,72.0,0.44304798162617254,0.1,0.99,0.3278524875640869
83,14.0,0.4386175018099108,0.1,0.99,0.3308522701263428
84,18.0,0.4342313267918117,0.1,0.99,0.3328514099121094
85,25.0,0.4298890135238936,0.1,0.99,0.3368511199951172
86,42.0,0.42559012338865465,0.1,0.99,0.3386545181274414
87,18.0,0.4213342221547681,0.1,0.99,0.3386545181274414
88,66.0,0.41712087993322045,0.1,0.99,0.3386545181274414
89,88.0,0.41294967113388825,0.1,0.99,0.3536546230316162
90,15.0,0.40882017442254937,0.1,0.99,0.3536546230316162
91,60.0,0.4047319726783239,0.1,0.99,0.3694291114807129
92,14.0,0.40068465295154065,0.1,0.99,0.3694291114807129
93,72.0,0.39667780642202527,0.1,0.99,0.3694291114807129
94,15.0,0.392711028357805,0.1,0.99,0.3863387107849121
95,29.0,0.38878391807422696,0.1,0.99,0.3863387107849121
96,28.0,0.3848960788934847,0.1,0.99,0.3863387107849121
97,50.0,0.38104711810454983,0.1,0.99,0.40240907669067383
98,102.0,0.37723664692350434,0.1,0.99,0.4143998622894287
99,51.0,0.37346428045426927,0.1,0.99,0.42096662521362305
100,15.0,0.36972963764972655,0.1,0.99,0.42296838760375977
101,55.0,0.36603234127322926,0.1,0.99,0.4309706687927246
102,35.0,0.36237201786049694,0.1,0.99,0.4309706687927246
103,14.0,0.358748297681892,0.1,0.99,0.4309706687927246
104,72.0,0.35516081470507305,0.1,0.99,0.4309706687927246
105,35.0,0.3516092065580223,0.1,0.99,0.4489724636077881
106,16.0,0.34809311449244207,0.1,0.99,0.4489724636077881
107,86.0,0.34461218334751764,0.1,0.99,0.4626791477203369
108,56.0,0.34116606151404244,0.1,0.99,0.468719482421875
109,13.0,0.337754400898902,0.1,0.99,0.47274184226989746
110,46.0,0.334376856889913,0.1,0.99,0.47676587104797363
111,50.0,0.33103308832101386,0.1,0.99,0.4825432300567627
112,17.0,0.3277227574378037,0.1,0.99,0.4865686893463135
113,21.0,0.3244455298634257,0.1,0.99,0.4885854721069336
114,15.0,0.3212010745647914,0.1,0.99,0.4905989170074463
115,14.0,0.3179890638191435,0.1,0.99,0.4943692684173584
116,13.0,0.31480917318095203,0.1,0.99,0.4963846206665039
117,52.0,0.3116610814491425,0.1,0.99,0.5024211406707764
118,25.0,0.30854447063465107,0.1,0.99,0.5064482688903809
119,32.0,0.30545902592830454,0.1,0.99,0.5114407539367676
120,57.0,0.3024044356690215,0.1,0.99,0.518031120300293
121,26.0,0.29938039131233124,0.1,0.99,0.5210278034210205
122,38.0,0.2963865873992079,0.1,0.99,0.5260295867919922
123,39.0,0.29342272152521587,0.1,0.99,0.5312321186065674
124,30.0,0.2904884943099637,0.1,0.99,0.5352320671081543
125,113.0,0.28758360936686406,0.1,0.99,0.5472323894500732
126,122.0,0.2847077732731954,0.1,0.99,0.5562319755554199
127,104.0,0.28186069554046345,0.1,0.99,0.5562319755554199
128,30.0,0.2790420885850588,0.1,0.99,0.5721433162689209
129,70.0,0.2762516676992082,0.1,0.99,0.5721433162689209
130,64.0,0.27348915102221616,0.1,0.99,0.5880191326141357
131,108.0,0.270754259511994,0.1,0.99,0.6038475036621094
132,83.0,0.26804671691687404,0.1,0.99,0.6038475036621094
133,77.0,0.2653662497477053,0.1,0.99,0.623138427734375
134,75.0,0.2627125872502282,0.1,0.99,0.6371176242828369
135,50.0,0.2600854613777259,0.1,0.99,0.6446385383605957
136,52.0,0.2574846067639487,0.1,0.99,0.6525735855102539
137,63.0,0.2549097606963092,0.1,0.99,0.6605479717254639
138,40.0,0.2523606630893461,0.1,0.99,0.6662495136260986
139,130.0,0.24983705645845267,0.1,0.99,0.6802470684051514
140,30.0,0.24733868589386815,0.1,0.99,0.6806700229644775
141,77.0,0.24486529903492946,0.1,0.99,0.6806700229644775
142,85.0,0.24241664604458016,0.1,0.99,0.6959996223449707
143,66.0,0.23999247958413436,0.1,0.99,0.6959996223449707
144,56.0,0.23759255478829303,0.1,0.99,0.7156810760498047
145,40.0,0.2352166292404101,0.1,0.99,0.7156810760498047
146,88.0,0.232864462948006,0.1,0.99,0.7313623428344727
147,85.0,0.23053581831852593,0.1,0.99,0.7403483390808105
148,90.0,0.22823046013534068,0.1,0.99,0.7505087852478027
149,78.0,0.22594815553398728,0.1,0.99,0.7597382068634033
150,129.0,0.22368867397864742,0.1,0.99,0.774348258972168
151,56.0,0.22145178723886094,0.1,0.99,0.7813510894775391
152,87.0,0.21923726936647234,0.1,0.99,0.7903506755828857
153,58.0,0.2170448966728076,0.1,0.99,0.7975547313690186
154,104.0,0.21487444770607952,0.1,0.99,0.80660080909729
155,95.0,0.21272570322901874,0.1,0.99,0.8158462047576904
156,100.0,0.21059844619672854,0.1,0.99,0.8296117782592773
157,94.0,0.20849246173476127,0.1,0.99,0.839616060256958
158,87.0,0.20640753711741366,0.1,0.99,0.8496582508087158
159,32.0,0.20434346174623952,0.1,0.99,0.8536581993103027
160,77.0,0.20230002712877712,0.1,0.99,0.8536581993103027
161,110.0,0.20027702685748935,0.1,0.99,0.869741678237915
162,98.0,0.19827425658891445,0.1,0.99,0.8856143951416016
163,89.0,0.1962915140230253,0.1,0.99,0.8856143951416016
164,83.0,0.19432859888279505,0.1,0.99,0.9016597270965576
165,100.0,0.1923853128939671,0.1,0.99,0.9159238338470459
166,14.0,0.19046145976502743,0.1,0.99,0.9188580513000488
167,37.0,0.18855684516737714,0.1,0.99,0.9242331981658936
168,11.0,0.18667127671570335,0.1,0.99,0.9262480735778809
169,52.0,0.18480456394854633,0.1,0.99,0.9336776733398438
170,90.0,0.18295651830906087,0.1,0.99,0.9436793327331543
171,168.0,0.18112695312597027,0.1,0.99,0.9617397785186768
172,64.0,0.17931568359471056,0.1,0.99,0.9697408676147461
173,56.0,0.17752252675876345,0.1,0.99,0.9757373332977295
174,49.0,0.17574730149117582,0.1,0.99,0.9787423610687256
175,115.0,0.17398982847626407,0.1,0.99,0.9787423610687256
176,101.0,0.17224993019150142,0.1,0.99,0.9947214126586914
177,112.0,0.1705274308895864,0.1,0.99,1.0162017345428467
178,17.0,0.16882215658069055,0.1,0.99,1.0162017345428467
179,115.0,0.16713393501488363,0.1,0.99,1.0265734195709229
180,132.0,0.16546259566473479,0.1,0.99,1.0426764488220215
181,108.0,0.16380796970808745,0.1,0.99,1.0667650699615479
182,61.0,0.16216989001100657,0.1,0.99,1.0727696418762207
